repeat 1/3
Data(x=[10641, 33], edge_index=[2, 44874], y=[10641], central_mask=[10641], train_mask=[10641], val_mask=[10641], test_mask=[10641])
GraphSAGE(
  (convs): ModuleList(
    (0): SAGEConv(33, 64)
    (1): SAGEConv(64, 2)
  )
)
auto fixed data split seed to 0, model init seed to 0
Data(x=[10641, 33], edge_index=[2, 44874], y=[10641], central_mask=[10641], train_mask=[10641], val_mask=[10641], test_mask=[10641])
[Dataset-Company()] train_num:1754, val_num:584, test_num:585, class_num:2
Epoch: 069, Loss:0.6352 Train: 0.6528, Val:0.5445, Test: 0.5885, Time(s/epoch):0.0164
Epoch: 070, Loss:0.6253 Train: 0.6534, Val:0.5394, Test: 0.5868, Time(s/epoch):0.0163
Epoch: 071, Loss:0.6292 Train: 0.6528, Val:0.5428, Test: 0.5902, Time(s/epoch):0.0159
Epoch: 072, Loss:0.6356 Train: 0.6528, Val:0.5411, Test: 0.5885, Time(s/epoch):0.0158
Epoch: 073, Loss:0.6312 Train: 0.6545, Val:0.5462, Test: 0.5936, Time(s/epoch):0.0181
Epoch: 074, Loss:0.6324 Train: 0.6534, Val:0.5428, Test: 0.5902, Time(s/epoch):0.0159
Epoch: 075, Loss:0.6365 Train: 0.6551, Val:0.5428, Test: 0.5799, Time(s/epoch):0.0162
Epoch: 076, Loss:0.6291 Train: 0.6545, Val:0.5411, Test: 0.5851, Time(s/epoch):0.0176
Epoch: 077, Loss:0.6322 Train: 0.6528, Val:0.5342, Test: 0.5868, Time(s/epoch):0.0156
Epoch: 078, Loss:0.6305 Train: 0.6522, Val:0.5479, Test: 0.5885, Time(s/epoch):0.0157
Epoch: 079, Loss:0.6317 Train: 0.6494, Val:0.5565, Test: 0.5765, Time(s/epoch):0.0156
Epoch: 080, Loss:0.6350 Train: 0.6499, Val:0.5634, Test: 0.5868, Time(s/epoch):0.0155
Epoch: 081, Loss:0.6333 Train: 0.6477, Val:0.5771, Test: 0.5902, Time(s/epoch):0.0153
Epoch: 082, Loss:0.6250 Train: 0.6471, Val:0.5685, Test: 0.5885, Time(s/epoch):0.0152
Epoch: 083, Loss:0.6317 Train: 0.6471, Val:0.5548, Test: 0.5885, Time(s/epoch):0.0153
Epoch: 084, Loss:0.6288 Train: 0.6505, Val:0.5462, Test: 0.5834, Time(s/epoch):0.0152
Epoch: 085, Loss:0.6274 Train: 0.6528, Val:0.5394, Test: 0.5799, Time(s/epoch):0.0154
Epoch: 086, Loss:0.6291 Train: 0.6528, Val:0.5377, Test: 0.5799, Time(s/epoch):0.0154
Epoch: 087, Loss:0.6251 Train: 0.6534, Val:0.5462, Test: 0.5919, Time(s/epoch):0.0133
Epoch: 088, Loss:0.6330 Train: 0.6551, Val:0.5548, Test: 0.5868, Time(s/epoch):0.0135
Epoch: 089, Loss:0.6286 Train: 0.6539, Val:0.5582, Test: 0.5868, Time(s/epoch):0.0118
Epoch: 090, Loss:0.6311 Train: 0.6539, Val:0.5548, Test: 0.5970, Time(s/epoch):0.0121
Epoch: 091, Loss:0.6242 Train: 0.6545, Val:0.5565, Test: 0.5936, Time(s/epoch):0.0121
Epoch: 092, Loss:0.6229 Train: 0.6534, Val:0.5582, Test: 0.5970, Time(s/epoch):0.0119
Epoch: 093, Loss:0.6241 Train: 0.6579, Val:0.5497, Test: 0.5936, Time(s/epoch):0.0120
Epoch: 094, Loss:0.6269 Train: 0.6568, Val:0.5514, Test: 0.5868, Time(s/epoch):0.0117
Epoch: 095, Loss:0.6283 Train: 0.6608, Val:0.5651, Test: 0.5919, Time(s/epoch):0.0133
Epoch: 096, Loss:0.6229 Train: 0.6596, Val:0.5616, Test: 0.5868, Time(s/epoch):0.0118
Epoch: 097, Loss:0.6291 Train: 0.6642, Val:0.5616, Test: 0.5885, Time(s/epoch):0.0119
Epoch: 098, Loss:0.6302 Train: 0.6556, Val:0.5514, Test: 0.5851, Time(s/epoch):0.0118
Epoch: 099, Loss:0.6247 Train: 0.6534, Val:0.5462, Test: 0.5868, Time(s/epoch):0.0136
Epoch: 100, Loss:0.6248 Train: 0.6551, Val:0.5582, Test: 0.5851, Time(s/epoch):0.0116
Epoch: 101, Loss:0.6243 Train: 0.6568, Val:0.5616, Test: 0.5834, Time(s/epoch):0.0138
Epoch: 102, Loss:0.6266 Train: 0.6613, Val:0.5651, Test: 0.5902, Time(s/epoch):0.0137
Epoch: 103, Loss:0.6254 Train: 0.6596, Val:0.5736, Test: 0.5851, Time(s/epoch):0.0120
Epoch: 104, Loss:0.6218 Train: 0.6602, Val:0.5634, Test: 0.5714, Time(s/epoch):0.0118
Epoch: 105, Loss:0.6284 Train: 0.6636, Val:0.5565, Test: 0.5765, Time(s/epoch):0.0156
Epoch: 106, Loss:0.6249 Train: 0.6642, Val:0.5497, Test: 0.5782, Time(s/epoch):0.0135
Epoch: 107, Loss:0.6223 Train: 0.6642, Val:0.5462, Test: 0.5816, Time(s/epoch):0.0122
Epoch: 108, Loss:0.6295 Train: 0.6596, Val:0.5497, Test: 0.5885, Time(s/epoch):0.0135
Epoch: 109, Loss:0.6210 Train: 0.6636, Val:0.5497, Test: 0.5731, Time(s/epoch):0.0134
Epoch: 110, Loss:0.6295 Train: 0.6648, Val:0.5445, Test: 0.5697, Time(s/epoch):0.0119
Epoch: 111, Loss:0.6218 Train: 0.6665, Val:0.5342, Test: 0.5680, Time(s/epoch):0.0117
Epoch: 112, Loss:0.6279 Train: 0.6596, Val:0.5531, Test: 0.5799, Time(s/epoch):0.0117
Epoch: 113, Loss:0.6251 Train: 0.6585, Val:0.5462, Test: 0.5919, Time(s/epoch):0.0118
Epoch: 114, Loss:0.6196 Train: 0.6545, Val:0.5582, Test: 0.5834, Time(s/epoch):0.0115
Epoch: 115, Loss:0.6254 Train: 0.6556, Val:0.5599, Test: 0.5834, Time(s/epoch):0.0117
Epoch: 116, Loss:0.6178 Train: 0.6602, Val:0.5548, Test: 0.5816, Time(s/epoch):0.0117
Epoch: 117, Loss:0.6217 Train: 0.6682, Val:0.5599, Test: 0.5868, Time(s/epoch):0.0120
Epoch: 118, Loss:0.6191 Train: 0.6722, Val:0.5599, Test: 0.5919, Time(s/epoch):0.0116
Epoch: 119, Loss:0.6218 Train: 0.6756, Val:0.5616, Test: 0.5834, Time(s/epoch):0.0117
Epoch: 120, Loss:0.6224 Train: 0.6745, Val:0.5548, Test: 0.5714, Time(s/epoch):0.0117
Epoch: 121, Loss:0.6204 Train: 0.6699, Val:0.5616, Test: 0.5782, Time(s/epoch):0.0118
Epoch: 122, Loss:0.6240 Train: 0.6591, Val:0.5582, Test: 0.5765, Time(s/epoch):0.0115
Epoch: 123, Loss:0.6225 Train: 0.6596, Val:0.5514, Test: 0.5816, Time(s/epoch):0.0117
Epoch: 124, Loss:0.6239 Train: 0.6670, Val:0.5497, Test: 0.5868, Time(s/epoch):0.0121
Epoch: 125, Loss:0.6235 Train: 0.6670, Val:0.5377, Test: 0.5782, Time(s/epoch):0.0120
Epoch: 126, Loss:0.6241 Train: 0.6653, Val:0.5308, Test: 0.5782, Time(s/epoch):0.0137
Epoch: 127, Loss:0.6283 Train: 0.6710, Val:0.5360, Test: 0.5816, Time(s/epoch):0.0121
Epoch: 128, Loss:0.6162 Train: 0.6653, Val:0.5479, Test: 0.5731, Time(s/epoch):0.0115
Epoch: 129, Loss:0.6144 Train: 0.6665, Val:0.5582, Test: 0.5816, Time(s/epoch):0.0115
Epoch: 130, Loss:0.6211 Train: 0.6676, Val:0.5565, Test: 0.5799, Time(s/epoch):0.0119
Epoch: 131, Loss:0.6234 Train: 0.6688, Val:0.5497, Test: 0.5816, Time(s/epoch):0.0116
Epoch: 132, Loss:0.6147 Train: 0.6727, Val:0.5497, Test: 0.5851, Time(s/epoch):0.0115
Epoch: 133, Loss:0.6242 Train: 0.6745, Val:0.5462, Test: 0.5782, Time(s/epoch):0.0115
Epoch: 134, Loss:0.6191 Train: 0.6762, Val:0.5445, Test: 0.5765, Time(s/epoch):0.0116
Epoch: 135, Loss:0.6225 Train: 0.6739, Val:0.5479, Test: 0.5782, Time(s/epoch):0.0115
Epoch: 136, Loss:0.6209 Train: 0.6688, Val:0.5394, Test: 0.5748, Time(s/epoch):0.0125
Epoch: 137, Loss:0.6097 Train: 0.6648, Val:0.5445, Test: 0.5799, Time(s/epoch):0.0116
Epoch: 138, Loss:0.6235 Train: 0.6648, Val:0.5514, Test: 0.5748, Time(s/epoch):0.0115
Epoch: 139, Loss:0.6217 Train: 0.6613, Val:0.5462, Test: 0.5748, Time(s/epoch):0.0117
Epoch: 140, Loss:0.6214 Train: 0.6693, Val:0.5479, Test: 0.5731, Time(s/epoch):0.0115
Epoch: 141, Loss:0.6203 Train: 0.6665, Val:0.5479, Test: 0.5765, Time(s/epoch):0.0119
Epoch: 142, Loss:0.6157 Train: 0.6682, Val:0.5565, Test: 0.5697, Time(s/epoch):0.0117
Epoch: 143, Loss:0.6145 Train: 0.6705, Val:0.5497, Test: 0.5765, Time(s/epoch):0.0116
Epoch: 144, Loss:0.6166 Train: 0.6619, Val:0.5531, Test: 0.5816, Time(s/epoch):0.0127
Epoch: 145, Loss:0.6219 Train: 0.6608, Val:0.5565, Test: 0.5868, Time(s/epoch):0.0115
Epoch: 146, Loss:0.6218 Train: 0.6619, Val:0.5582, Test: 0.5868, Time(s/epoch):0.0122
Epoch: 147, Loss:0.6174 Train: 0.6648, Val:0.5497, Test: 0.5731, Time(s/epoch):0.0115
Epoch: 148, Loss:0.6196 Train: 0.6733, Val:0.5548, Test: 0.5748, Time(s/epoch):0.0114
Epoch: 149, Loss:0.6160 Train: 0.6756, Val:0.5599, Test: 0.5680, Time(s/epoch):0.0133
Epoch: 150, Loss:0.6151 Train: 0.6739, Val:0.5616, Test: 0.5628, Time(s/epoch):0.0115
Epoch: 151, Loss:0.6073 Train: 0.6727, Val:0.5634, Test: 0.5663, Time(s/epoch):0.0117
Epoch: 152, Loss:0.6217 Train: 0.6733, Val:0.5565, Test: 0.5663, Time(s/epoch):0.0114
Epoch: 153, Loss:0.6202 Train: 0.6705, Val:0.5548, Test: 0.5731, Time(s/epoch):0.0116
Epoch: 154, Loss:0.6171 Train: 0.6733, Val:0.5497, Test: 0.5748, Time(s/epoch):0.0138
Epoch: 155, Loss:0.6192 Train: 0.6756, Val:0.5462, Test: 0.5714, Time(s/epoch):0.0158
Epoch: 156, Loss:0.6121 Train: 0.6767, Val:0.5462, Test: 0.5748, Time(s/epoch):0.0176
Epoch: 157, Loss:0.6219 Train: 0.6762, Val:0.5531, Test: 0.5714, Time(s/epoch):0.0159
Epoch: 158, Loss:0.6199 Train: 0.6784, Val:0.5599, Test: 0.5680, Time(s/epoch):0.0185
Epoch: 159, Loss:0.6184 Train: 0.6779, Val:0.5514, Test: 0.5646, Time(s/epoch):0.0160
Epoch: 160, Loss:0.6242 Train: 0.6716, Val:0.5582, Test: 0.5714, Time(s/epoch):0.0151
Epoch: 161, Loss:0.6179 Train: 0.6745, Val:0.5514, Test: 0.5765, Time(s/epoch):0.0151
Epoch: 162, Loss:0.6226 Train: 0.6745, Val:0.5531, Test: 0.5714, Time(s/epoch):0.0156
Epoch: 163, Loss:0.6161 Train: 0.6779, Val:0.5531, Test: 0.5748, Time(s/epoch):0.0133
Epoch: 164, Loss:0.6083 Train: 0.6790, Val:0.5514, Test: 0.5697, Time(s/epoch):0.0116
Epoch: 165, Loss:0.6167 Train: 0.6773, Val:0.5497, Test: 0.5731, Time(s/epoch):0.0115
Epoch: 166, Loss:0.6146 Train: 0.6784, Val:0.5479, Test: 0.5731, Time(s/epoch):0.0116
Epoch: 167, Loss:0.6193 Train: 0.6773, Val:0.5548, Test: 0.5816, Time(s/epoch):0.0114
Epoch: 168, Loss:0.6107 Train: 0.6688, Val:0.5634, Test: 0.5799, Time(s/epoch):0.0115
Epoch: 169, Loss:0.6130 Train: 0.6688, Val:0.5548, Test: 0.5816, Time(s/epoch):0.0115
Epoch: 170, Loss:0.6136 Train: 0.6705, Val:0.5531, Test: 0.5765, Time(s/epoch):0.0115
Epoch: 171, Loss:0.6188 Train: 0.6722, Val:0.5531, Test: 0.5714, Time(s/epoch):0.0114
Epoch: 172, Loss:0.6150 Train: 0.6716, Val:0.5497, Test: 0.5765, Time(s/epoch):0.0114
Epoch: 173, Loss:0.6126 Train: 0.6727, Val:0.5445, Test: 0.5748, Time(s/epoch):0.0115
Epoch: 174, Loss:0.6164 Train: 0.6739, Val:0.5531, Test: 0.5782, Time(s/epoch):0.0115
Epoch: 175, Loss:0.6118 Train: 0.6762, Val:0.5514, Test: 0.5816, Time(s/epoch):0.0117
Epoch: 176, Loss:0.6149 Train: 0.6762, Val:0.5634, Test: 0.5799, Time(s/epoch):0.0128
Epoch: 177, Loss:0.6172 Train: 0.6819, Val:0.5599, Test: 0.5799, Time(s/epoch):0.0115
Epoch: 178, Loss:0.6126 Train: 0.6830, Val:0.5565, Test: 0.5731, Time(s/epoch):0.0117
Epoch: 179, Loss:0.6109 Train: 0.6813, Val:0.5616, Test: 0.5663, Time(s/epoch):0.0116
Epoch: 180, Loss:0.6073 Train: 0.6802, Val:0.5599, Test: 0.5697, Time(s/epoch):0.0115
Epoch: 181, Loss:0.6170 Train: 0.6784, Val:0.5634, Test: 0.5731, Time(s/epoch):0.0114
Epoch: 182, Loss:0.6180 Train: 0.6784, Val:0.5616, Test: 0.5816, Time(s/epoch):0.0114
Epoch: 183, Loss:0.6112 Train: 0.6739, Val:0.5548, Test: 0.5799, Time(s/epoch):0.0116
Epoch: 184, Loss:0.6128 Train: 0.6762, Val:0.5548, Test: 0.5834, Time(s/epoch):0.0114
Epoch: 185, Loss:0.6108 Train: 0.6807, Val:0.5565, Test: 0.5782, Time(s/epoch):0.0114
Epoch: 186, Loss:0.6120 Train: 0.6779, Val:0.5548, Test: 0.5782, Time(s/epoch):0.0115
Epoch: 187, Loss:0.6180 Train: 0.6784, Val:0.5548, Test: 0.5799, Time(s/epoch):0.0115
Epoch: 188, Loss:0.6139 Train: 0.6784, Val:0.5702, Test: 0.5748, Time(s/epoch):0.0114
Epoch: 189, Loss:0.6107 Train: 0.6745, Val:0.5788, Test: 0.5799, Time(s/epoch):0.0113
Epoch: 190, Loss:0.6132 Train: 0.6722, Val:0.5736, Test: 0.5782, Time(s/epoch):0.0115
Epoch: 191, Loss:0.6214 Train: 0.6739, Val:0.5668, Test: 0.5765, Time(s/epoch):0.0114
Epoch: 192, Loss:0.6172 Train: 0.6796, Val:0.5668, Test: 0.5680, Time(s/epoch):0.0131
Epoch: 193, Loss:0.6138 Train: 0.6824, Val:0.5634, Test: 0.5663, Time(s/epoch):0.0115
Epoch: 194, Loss:0.6148 Train: 0.6773, Val:0.5634, Test: 0.5731, Time(s/epoch):0.0116
Epoch: 195, Loss:0.6136 Train: 0.6773, Val:0.5548, Test: 0.5731, Time(s/epoch):0.0116
Epoch: 196, Loss:0.6151 Train: 0.6762, Val:0.5685, Test: 0.5731, Time(s/epoch):0.0115
Epoch: 197, Loss:0.6127 Train: 0.6739, Val:0.5668, Test: 0.5680, Time(s/epoch):0.0114
Epoch: 198, Loss:0.6120 Train: 0.6767, Val:0.5634, Test: 0.5714, Time(s/epoch):0.0114
Epoch: 199, Loss:0.6196 Train: 0.6836, Val:0.5497, Test: 0.5697, Time(s/epoch):0.0114
Epoch: 200, Loss:0.6100 Train: 0.6762, Val:0.5548, Test: 0.5714, Time(s/epoch):0.0115
Epoch: 201, Loss:0.6129 Train: 0.6722, Val:0.5531, Test: 0.5782, Time(s/epoch):0.0115
Epoch: 202, Loss:0.6142 Train: 0.6727, Val:0.5514, Test: 0.5902, Time(s/epoch):0.0115
Epoch: 203, Loss:0.6181 Train: 0.6750, Val:0.5479, Test: 0.5765, Time(s/epoch):0.0114
Epoch: 204, Loss:0.6102 Train: 0.6784, Val:0.5497, Test: 0.5731, Time(s/epoch):0.0114
Epoch: 205, Loss:0.6088 Train: 0.6796, Val:0.5462, Test: 0.5714, Time(s/epoch):0.0139
Epoch: 206, Loss:0.6098 Train: 0.6813, Val:0.5428, Test: 0.5748, Time(s/epoch):0.0230
Epoch: 207, Loss:0.6129 Train: 0.6830, Val:0.5497, Test: 0.5799, Time(s/epoch):0.0157
Epoch: 208, Loss:0.6164 Train: 0.6790, Val:0.5548, Test: 0.5868, Time(s/epoch):0.0122
Epoch: 209, Loss:0.6142 Train: 0.6784, Val:0.5582, Test: 0.5714, Time(s/epoch):0.0121
Epoch: 210, Loss:0.6146 Train: 0.6870, Val:0.5462, Test: 0.5594, Time(s/epoch):0.0127
Epoch: 211, Loss:0.6185 Train: 0.6881, Val:0.5497, Test: 0.5594, Time(s/epoch):0.0157
Epoch: 212, Loss:0.6050 Train: 0.6853, Val:0.5411, Test: 0.5628, Time(s/epoch):0.0164
Epoch: 213, Loss:0.6062 Train: 0.6807, Val:0.5531, Test: 0.5680, Time(s/epoch):0.0167
Epoch: 214, Loss:0.6089 Train: 0.6790, Val:0.5479, Test: 0.5714, Time(s/epoch):0.0137
Epoch: 215, Loss:0.6115 Train: 0.6807, Val:0.5514, Test: 0.5799, Time(s/epoch):0.0115
Epoch: 216, Loss:0.6093 Train: 0.6824, Val:0.5565, Test: 0.5782, Time(s/epoch):0.0118
Epoch: 217, Loss:0.6126 Train: 0.6870, Val:0.5651, Test: 0.5799, Time(s/epoch):0.0116
Epoch: 218, Loss:0.6203 Train: 0.6859, Val:0.5548, Test: 0.5799, Time(s/epoch):0.0134
Epoch: 219, Loss:0.6083 Train: 0.6876, Val:0.5565, Test: 0.5816, Time(s/epoch):0.0119
Epoch: 220, Loss:0.6093 Train: 0.6790, Val:0.5616, Test: 0.5782, Time(s/epoch):0.0116
Epoch: 221, Loss:0.6157 Train: 0.6796, Val:0.5651, Test: 0.5834, Time(s/epoch):0.0118
Epoch: 222, Loss:0.6101 Train: 0.6796, Val:0.5616, Test: 0.5885, Time(s/epoch):0.0116
Epoch: 223, Loss:0.6090 Train: 0.6813, Val:0.5702, Test: 0.5799, Time(s/epoch):0.0131
Epoch: 224, Loss:0.6070 Train: 0.6807, Val:0.5736, Test: 0.5816, Time(s/epoch):0.0118
Epoch: 225, Loss:0.6128 Train: 0.6824, Val:0.5668, Test: 0.5799, Time(s/epoch):0.0116
Epoch: 226, Loss:0.6062 Train: 0.6842, Val:0.5531, Test: 0.5816, Time(s/epoch):0.0124
Epoch: 227, Loss:0.6142 Train: 0.6813, Val:0.5582, Test: 0.5765, Time(s/epoch):0.0117
Epoch: 228, Loss:0.6113 Train: 0.6767, Val:0.5565, Test: 0.5765, Time(s/epoch):0.0123
Epoch: 229, Loss:0.6140 Train: 0.6733, Val:0.5514, Test: 0.5816, Time(s/epoch):0.0118
Epoch: 230, Loss:0.6111 Train: 0.6790, Val:0.5445, Test: 0.5834, Time(s/epoch):0.0116
Epoch: 231, Loss:0.6094 Train: 0.6864, Val:0.5394, Test: 0.5834, Time(s/epoch):0.0126
Epoch: 232, Loss:0.6141 Train: 0.6819, Val:0.5394, Test: 0.5731, Time(s/epoch):0.0119
Epoch: 233, Loss:0.6145 Train: 0.6870, Val:0.5377, Test: 0.5731, Time(s/epoch):0.0124
Epoch: 234, Loss:0.6087 Train: 0.6847, Val:0.5479, Test: 0.5748, Time(s/epoch):0.0119
Epoch: 235, Loss:0.6124 Train: 0.6802, Val:0.5531, Test: 0.5834, Time(s/epoch):0.0119
Epoch: 236, Loss:0.6150 Train: 0.6784, Val:0.5702, Test: 0.5799, Time(s/epoch):0.0120
